Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,,
SPORTS,GYM,SPRTGym,SPRT,"Sports played or performed primarily in a gym and/or ring, such as boxing, wrestling, gymnastics. See also SPORTS-INDOOR.","Arts, Bodybuilding, Boxing, Calisthenics, Crossfit, Do, Dojo, Fitness, Fu, Gymnastics, Judo, Karate, Kickboxing, Kung, Kwon, Martial, Pilates, Powerlifting, Strongman, Tae, Training, Weight, Weightlifting, Wrestling, Yoga",运动,健身,拳击、摔跤、体操、重量训练、武术、空手道、柔道、跆拳道、柔道、功夫,,
SPORTS,INDOOR,SPRTIndor,SPRT,Various indoor sports not able to be categorized elsewhere.,"Billiards, Bowling, Darts, Ping, Pong",运动,室内运动,保龄球、台球、乒乓球、飞镖,,
SPORTS,MISC,SPRTMisc,SPRT,Sport sounds not fitting another category in this list.,"Athletics, Competition, Exercise, Fitness, Fun, Games, Golf, Health, Play, Recreation, Training, Velodrome, Well-Being",运动,其它,高尔夫球,,
SPORTS,SKATE,SPRTSkate,SPRT,"Wheeled skating sports like skateboarding or roller skating, rollerblading.","Ice, Inline, Push, Roller, Rollerblading, Scooter, Skateboarding, Skatepark, Skater, Skating, X-Games",运动,冰上运动,滑板、轮滑、旱冰、滑板车,,
SPORTS,TRACK & FIELD,SPRTTrck,SPRT,"Track and field sports, as in running, long jump, pole vault. Think common summer Olympic games.","Decathlon, Discus, Hammer, Heptathlon, High, Hurdles, Javelin, Jump, Long, Long-Distance, Marathon, Middle-Distance, Pole, Put, Races, Relay, Running, Runs, Shot, Sprint, Sprinting, Throw, Triple, Vault",运动,田径,跳远、跑步、撑杆跳、铅球、标枪投掷,,
SPORTS,WATER,SPRTWatr,SPRT,"Sports played in or on water, swimming, diving. Aquatic sports.","Aquatics, Canoeing, Diving, Jet, Kayaking, Kiteboarding, Kneeboarding, Paddleboarding, Polo, Rafting, Rowing, Sailing, Scuba, Skiing, Snorkeling, Surfing, Swimming, Volleyball, Wakeboarding, Water, Windsurfing",运动,水上运动,游泳、水球、水排球、潜水、滑水、冲浪、风筝冲浪、水肺潜水、浮潜,,
SPORTS,WINTER,SPRTWntr,SPRT,"Sports on snow or ice such as hockey, ice skating, snowboard and skiing.","Biathlon, Bobsled, Bobsledding, Climbing, Cross-Country, Curling, Dog, Fishing, Hockey, Ice, Jumping, Luge, Racing, Skating, Ski, Skiing, Skis, Sled, Sledding, Snowboarding, Snowmobiling, Snowshoeing, Speed",运动,冬季运动,滑雪、单板滑雪、雪橇、滑冰、雪橇、冰壶、冰球、雪橇、速度滑冰,,
SWOOSHES,SWISH,SWSH,SWSH,"A swish is smaller than a Whoosh. Arm Swishes, Sword Swishes. Small objects make Swishes.","By, Dart, Flash, Flutter, Fly, Glide, Kungfu, Pass, Race, Rush, Swing, Swipe, Swish, Swishy, Swoop, Swoosh, Whir, Whirl, Whiz, Whoosh, Whooshy, Zip, Zoom",嗖嗖声,嗖嗖声,嗖嗖、武术、呼啸而过、颤振、摇摆,,
SWOOSHES,WHOOSH,WHSH,WHSH,"A whoosh is larger than a swish. A large object would make a Whoosh. Tanks flying over your head, or an asteroid by. See also DESIGNED-WHOOSH for very stylized whooshes.","Dart, Flash, Fly, Glide, Pass, Race, Rush, Swipe, Swishy, Swoop, Swoosh, Whir, Whirl, Whiz, Whoosh, Whooshy, Woosh, Zip, Zoom",呼呼声,呼呼声,呜呜,,
TOOLS,GARDEN,TOOLGrdn,TOOL,"Hand tools used in a garden, rakes, hoes, etc. Also see MACHINES-GARDEN for powered machines. See also OBJECTS-GARDEN for non-tools.","Broom, Cultivator, Edger, Fork, Garden, Hand, Hedge, Hoe, Hose, Lawn, Loppers, Mower, Pruner, Pruning, Rake, Shear, Shovel, Spade, Spades, Sprayer, Sprinkler, Tiller, Trimmer, Trowel, Weed, Weeder",工具,园林工具,耙子、锄头、铁锹、泥铲、扫把、修剪剪刀、花园叉、分蘖、园艺剪、铲子、除草机,,
TOOLS,HAND,TOOLHand,TOOL,"Hand tools, not requiring power. Hammers, wrenches, pliers. See also TOOLS-GARDEN.","Allen, Bar, Chisel, Clamp, Cutter, Drill, File, Files, Grip, Gun, Hacksaw, Hammer, Hand, Knife, Level, Mallet, Measure, Pliers, Pry, Ratchet, Saw, Scissors, Scraper, Screwdriver, Shears, Snips, Socket, Staple, Tape, Toolbox, Utility, Vise, Wrench",工具,手持,锤子、螺丝刀、钳子、扳手、棘轮、插座、手锯、夹钳、刀具、撬棒、凿子、刮刀、钉枪、锉刀、剪刀,,
TOOLS,MISC,TOOLMisc,TOOL,Tool sounds not fitting another category in this list.,Miscellaneous,工具,其它,各种各样的,,
TOOLS,PNEUMATIC,TOOLPneu,TOOL,"Air tools, such as jackhammers, air ratchets, nail guns. The air-wrench sound in a tire shop.","Air, Chisel, Compressor, Drill, Grinder, Gun, Guns, Hammer, Hose, Impact, Jackhammer, Nail, Nailer, Pneumatic, Ratchet, Rivet, Sander, Spray, Stapler, Tool, Wrench",工具,气动,手提钻、气动工具、气动棘轮、射钉枪,,
TOOLS,POWER,TOOLPowr,TOOL,"Tools that require power. A sander, electric drill, dremel tool, circular saw.","Air, Angle, Belt, Circular, Compressor, Drill, Driver, Grinder, Gun, Heat, Impact, Jigsaw, Miter, Nail, Planer, Power, Press, Reciprocating, Router, Sander, Saw, Screwdriver, Staple, Table, Tool",工具,电动,钻头、电锯、圆锯、线锯、砂光机、砂带机、槽刨机、电动螺丝刀、热风枪,,
TOYS,ELECTRONIC,TOYElec,TOY,"Remote controlled car, slot cars. Any kids toy that required power. See also AIRCRAFT-REMOTE CONTROLLED.","Car, Controlled, Device, Digital, Entertainment, Furby, Gadget, Game, Gizmo, Interactive, Play, Remote, Screen, Slot, Tech, Toy, Train, Virtual",玩具,电动,遥控车、老虎机、语音益智玩具、电子宠物,,
TOYS,MECHANICAL,TOYMech,TOY,"Wind up robots, things like that. Toys with some mechanism or mechanical component.","Box, Erector, Jack-in-the-Box, Kaleidoscope, Music, Robot, Slinky, Spring-Loaded, Tops, Toy, Wind-Up, Winding, Windup, Yo-Yo",玩具,机械,发条玩具、玩具机器人、发条玩具,,
TOYS,MISC,TOYMisc,TOY,Toy sounds not fitting another category in this list.,"Action, Animal, Ball, Blocks, Building, Construction, Doll, Figure, Legos, Model, Plaything, Plushie, Puppet, Puzzle, Set, Stuffed",玩具,其它,动作人偶、娃娃、毛绒动物,,
TRAINS,BRAKE,TRNBrake,TRN,"Screeching metalic train brake wheels, subway brakes. Usually a piercing sound.","Bake, Brake, Brakes, Braking, Breaks, Grind, Halting, Pads, Rail, Railcar, Railway, Rolling, Screech, Shoes, Stock",火车,刹车,断裂、尖叫、摩擦,,
TRAINS,CLACK,TRNClak,TRN,"Train clacks isolated, constant clacking of trains passing or running.","Clack, Clattering, Clickety-Clack, Railway, Rattling, Rhythmic, Track, Train, Wheel",火车,哐当,噼啪,,
TRAINS,DOOR,TRNDoor,TRN,"Train doors, sliding doors in passenger or freight trains. Some overlap with general DOORS category and possibly VEHICLES-DOOR.","Access, Boxcar, Cab, Caboose, Car, Coach, Door, Hatch, Rail, Railway, Subway, Train",火车,门,火车门、地铁门、自动门,,
TRAINS,DIESEL,TRNDiesl,TRN,"Freight trains, large commercial diesel locomotives.","Diesel, Diesel-Electric, Diesel-Powered, Freight, Locomotive, Passenger, Powerhouse, Railcar, Railway, Train",火车,内燃机车,柴油火车,,
TRAINS,ELECTRIC,TRNElec,TRN,"Commuter trains, elevated trains, light rail, SUBWAYS have their own category.","City, Commuter, Inter-City, Light, Line, Maglev, Monorail, Rail, Railway, Regional, Train",火车,电力机车,通勤列车、区域列车、城市线、城际列车、轻轨,,
TRAINS,HIGH SPEED,TRNHspd,TRN,"Hi-Tech trains, Maglev, monorails, Hyperloops, bullet trains.","350, AGV, AVE, Brightline, Bullet, CRH, Eurostar, Express, Hi-Tech, High-Speed, Hyperloop, ICE, Maglev, Monorails, Railway, Rapid, Shinkansen, Talgo, TGV, Train, X2000",火车,高速列车,高科技列车、磁悬浮列车、单轨列车、超级高铁、子弹头列车,,
TRAINS,HORN,TRNHorn,TRN,"Train horns, subway horns. A steam train whistle would likely go into WHISTLES-MECHANICAL.","Air, Commuter, Electric, Freight, High-Speed, Horn, Light, Locomotive, Passenger, Rail, Railway, Regional, Subway, Train, Tram",火车,鸣笛,火车喇叭、地铁喇叭,,
TRAINS,INTERIOR,TRNInt,TRN,"Interior trains, from Diesel to Commuter, onboard train sounds.","Aboard, Berth, Cabin, Caboose, Car, Carriage, City, Coach, Commuter, Compartment, Dining, Freight, Inter-City, Light, Line, Lounge, Luggage, Monorail, Observation, Onboard, Overnight, Passenger, Racks, Rail, Railway, Regional, Rider, Saloon, Seating, Sleeper, Subway, Train",火车,车厢内,通勤列车、区域列车、城市线、城际列车、轻轨、货运列车、地铁、单轨列车,,
TRAINS,MECHANISM,TRNMech,TRN,"Coupling, decoupling and other mechanical sounds relating to trains. Levers, coal tender mechanics that are specific to a train.","Axles, Bearings, Brakes, Coupler, Couplers, Decouple, Railway, Shunt, Shunter, Suspension, Switcher, Wheels",火车,机械,分流、解耦,,
TRAINS,MISC,TRNMisc,TRN,Train sounds not fitting another category in this list.,"Miscellaneous, Railway",火车,其它,各种各样的,,
TRAINS,STEAM,TRNSteam,TRN,"Old steam powered trains, big smoke stack chugs.","Boiler, Chuffing, Chugging, Coal, Firebox, Heritage, Hissing, Locomotive, Narrow-Gauge, Piston, Railway, Smokestack, Steam, Steam-Powered, Steaming, Tender",火车,蒸汽火车,蒸汽火车、煤炭火车,,
TRAINS,SUBWAY,TRNSbwy,TRN,"Subways, overtly 'underground' sounding trains, above group city trains probably best in TRAINS-ELECTRIC","City, Commuter, Electric, Mass, Metro, MRT, Railcar, Railway, Rapid, Subway, System, Train, Transit, Tube, Tubes, Underground, Urban",火车,地铁,地铁、地铁、管、快速铁路,,
TRAINS,TRAM,TRNTram,TRN,"Trolleys, cable cars trams and streetcars. A Tram is 'pulled' along a cable, so not self-powered. An electric tram would go to TRAINS-ELECTRIC.","Cable, Car, Funicular, Grip, Light, Mover, People, Rail, Railway, Streetcar, Tram, Tramcar, Tramway, Trolley, Trolleybus",火车,电车,电车、电车、缆车、索道缆车、抓地车,,
USER INTERFACE,ALERT,UIAlert,UI,"An alert tone or chime or notification. Something that gets Attention of User, startup chimes.","Advisory, Alarm, Alert, Alertness, Attention, Blip, Caution, GUI, Message, Notice, Notification, Pop-Up, Prompt, Signal, Sound, Startup, Text, Tone, UI, UX, Warning",用户界面,警告,警报、提示音、短信、通知、启动,,
USER INTERFACE,BEEP,UIBeep,UI,"Interface beeps, beeps while interacting with various technology, phones, computers. Also see BEEPS category.","Alert, Audible, Audio, Beep, Bleep, Boop, Chime, Computer, GUI, Notification, Phone, Prompt, Signal, Sound, Tone, UI, UX, Warning",用户界面,提示音,电脑蜂鸣、手机蜂鸣,,
USER INTERFACE,CLICK,UIClick,UI,"Typing clicks, button press clicks, response to input.","Button, Choose, Click, GUI, Interaction, Interface, Menu, Navigation, Pick, Press, Select, Tap, Type, UI, UX",用户界面,点击,单击、点击、键入,,
USER INTERFACE,DATA,UIData,UI,"User interface calculations, scanning, thinking, text displayed on screen. Screen gak or garble.","Buffer, Bytes, Content, Data, Document, Download, File, GUI, Information, Input, Network, Processing, Record, Resource, Thinking, Transfer, UI, Upload, UX",用户界面,数据,数据、处理、信息、思考,,
USER INTERFACE,GLITCH,UIGlitch,UI,On Screen Glitches or Static. Malfunctioning computer or OS.,"Abnormality, Anomaly, Bug, Corrupt, Corruption, Crash, Defect, Distortion, Error, Failure, Fault, Flaw, Glitch, Glitchiness, GUI, Interference, Issue, Kernel, Malfunction, Message, Noise, Panic, Problem, Report, Static, UI, UX",用户界面,故障,故障、终结、失败、错误、,,
USER INTERFACE,MISC,UIMisc,UI,User Interface sounds not fitting another category in this list.,"GUI, Miscellaneous, UI, UX",用户界面,其它,各种各样的,,
USER INTERFACE,MOTION,UIMvmt,UI,"User interface slides, swipes, scrolls. Open, Close, Appear, DIsappear.","Action, Activity, Animation, Choose, Confirm, Drag, Dynamics, Flick, GUI, Motion, Movement, Navigation, Page, Scroll, Swipe, Transition, UI, UX, Zoom",用户界面,动态,滑动、滚动、缩放、翻页,,
VEGETATION,GRASS,VEGEGras,VEGE,Individual movement of grass elements in a studio or exterior environment.,"Flora, Foliage, Grass, Grassland, Green, Greenery, Hay, Lawn, Meadow, Moss, Mow, Mown, Pasture, Rustle, Sod, Through, Turf, Walk, Weeds, Wheat",植物,草,草沙沙声、走过、干草、小麦,,
VEGETATION,LEAVES,VEGELeaf,VEGE,Individual movement of leaf elements in a studio or exterior environment. Jumping into a pile of leaves.,"Alder, Apple, Ash, Aspen, Beech, Birch, Boxwood, Buckeye, Bushes, Cedar, Cherry, Chestnut, Cypress, Dogwood, Elm, Fall, Falling, Fern, Fir, Flora, Foliage, Fronds, Greenery, Hemlock, Hickory, Larch, Leaf, Leafage, Leaves, Magnolia, Mahogany, Maple, Oak, Petals, Pile, Pine, Poplar, Redwood, Scrub, Sequoia, Shoots, Shrub, Shrubbery, Spruce, Stems, Swirl, Sycamore, Thicket, Underbrush, Undergrowth, Willow, Yew",植物,叶,叶漩涡、落叶、叶堆,,
VEGETATION,MISC,VEGEMisc,VEGE,Vegetation and Foliage sounds not fitting another category in this list.,"Botanical, Flora, Foliage, Greenery, Plant, Shrub, Shrubs",植物,其它,叶子,,
VEGETATION,TREE,VEGETree,VEGE,Individual movement of tree and branch elements in a studio or exterior environment.,"Alder, Apple, Ash, Aspen, Bark, Beech, Birch, Boughs, Boxwood, Branch, Branches, Break, Buckeye, Canopy, Cedar, Cherry, Chestnut, Conifer, Crown, Cypress, Dogwood, Elm, Eucalyptus, Fall, Fir, Foliage, Forest, Greenery, Hemlock, Hickory, Larch, Magnolia, Mahogany, Maple, Oak, Palm, Pine, Poplar, Redwood, Sequoia, Snap, Spruce, Sycamore, Timber, Tree, Trunk, Twig, Willow, Wood, Yew",植物,树,树倒下、树枝折断、树枝折断、树枝,,
VEHICLES,ALARM,VEHAlrm,VEH,"Not sirens, but just Car alarms, car alarm arm and disarm chirps.","Alarm, Anti-Theft, Arm, Auto, Automobile, Car, Chirp, Disarm, Fob, Security, System",车辆,警报,汽车、汽车报警器、布防、撤防、遥控钥匙,,
VEHICLES,ANTIQUE,VEHAntq,VEH,"Very old vehicles, such a Model A, Model T. Mainly cars, but possible other very old vehicles, trucks, tractors.","A, Antique, Austin, Auto, Automobile, Car, Classic, Collectible, Duesenberg, Historic, Hudson, Model, Nash, Old-Fashioned, Packard, Pierce-Arrow, Rare, Roadster, Studebaker, T, Used, Vintage",车辆,古董车,汽车、轿车、机动车、奥尔兹莫比尔、老爷车、福特T型車,,
VEHICLES,ATV,VEHAtv,VEH,"All-Terrain Vehicle, three and four-wheelers, dune buggies, side by side.","All-Terrain, ATV, Buggy, Dune, Four-Wheeler, Off-Road, Quad, Quadricycle, Side-By-Side, Three-Wheeler, Utility, UTV",车辆,全地形车,四轮车、三轮车、四轮车、沙滩越野车,,
VEHICLES,BICYCLE,VEHBike,VEH,"Bicycles, recumbent bikes, unicycles too. Any manner of pedal powered bicycle.","10-Speed, Backpedal, Bicycle, Bike, BMX, Cycle, Derailleur, Downshift, Freewheel, Kickstand, Mountain, Pedal, Pedaler, Racer, Recumbent, Rider, Road, Spoke, Tandem, Ten-Speed, Training, Tricycle, Unicycle, Velocipede, Wheelie, Wheels",车辆,自行车,单车、自行车、斜躺自行车、独轮车、双轮双座自行车、自从车越野赛,,
VEHICLES,BRAKE,VEHBrake,VEH,Brake squeals and screeches of all kinds. TRAINS-BRAKE has its own category.,"ABS, Anti-Lock, Auto, Automobile, Brake, Brakes, Car, Decelerate, Disc, Drum, Grind, Halt, Hydraulic, Rotor, Screech, Squeal, Stop",车辆,刹车,刹车异响、异响、摩擦声、刺耳声,,
VEHICLES,BUS,VEHBus,VEH,"City buses, school buses, Greyhound buses.","Bus, Buses, City, Coach, Coaches, Double-Decker, Fleet, Greyhound, School, Shuttle, Sightseeing, Tour, Transit",车辆,公交车,城市巴士、校车、灰狗巴士、长途巴士、旅游巴士、双层巴士,,
VEHICLES,CAR,VEHCar,VEH,"All cars except overtly antique... add ERA to metadata to make searches easier. 1950s, 1960s...","Auto, Automobile, Automobiles, Autos, Car, Compact, Convertible, Coupe, Crossover, Hatchback, Luxury, Rental, Sedan, Sports, Station, Subcompact, Taxi, Wagon",车辆,汽车,汽车、机动车,,
VEHICLES,CONSTRUCTION,VEHCnst,VEH,"Cranes, bulldozers, paving vehicles, any construction related vehicle goes here.","Backhoe, Bulldozer, Concrete, Constructor, Crane, Digger, Dump, Excavator, Forklift, Grader, Loader, Mixer, Paver, Road, Roller, Skid, Truck, Wrecker",车辆,工程车,起重机、推土机、挖土机、挖掘机、挖掘机、铲车,,
VEHICLES,DOOR,VEHDoor,VEH,"Car, van, truck. Their doors all go here.","Auto, Automobile, Car, Close, Compact, Convertible, Coupe, Crossover, Door, Drivers, Hatchback,Hood, Liftgate, Luxury, Open, Passenger, Rental, Sedan, Sports, Station, Subcompact, Taxi, Tailgate, Slam, SUV, Truck, Trunk, Van",车辆,门,汽车、车门、货车门、卡车门,,
VEHICLES,ELECTRIC,VEHElec,VEH,"Electric golf carts, electric scooters, electric cars. A Tesla. Any variety of electric vehicle, even electric motorcycles.","Auto, Automobile, Car, Cart, E-Bike, Electric, Electrified, EV, Go-Kart, Gold, Golf, Hybrid, Motorcycle, Plug-In, Rivian, Scooter, Segway, Tesla",车辆,电动,两轮电动平衡车、高尔夫球车、电动滑板车、电动车、电动摩托车、特斯拉,,
VEHICLES,EMERGENCY,VEHEmrg,VEH,"Specifically emegency vehicles like Firetrucks, Ambulances, Police cars. Isolated sirens would go still to VEHICLES-SIREN.","Ambulance, Auto, Automobile, Car, Engine, Fire, Firetruck, First, Hazmat, K9, Paramedic, Patrol, Police, Rescue, Responder, Search, SWAT, Truck, Unit, Van, Vehicle",车辆,紧急状态,消防车、消防车、救护车、警车、特警车,,
VEHICLES,FARM,VEHFarm,VEH,"I'd put farm tractors here, Some overlap possibly with CONSTRUCTION vehicles. A riding lawn mower would best to MACHINES-GARDEN maybe.","Agricultural, Bale, Carrier, Cart, Combine, Crop, Cultivator, Drill, Duster, Equipment, Farm, Fertilizer, Forage, Grain, Harvester, Hay, Husker, Irrigation, Irrigator, Livestock, Manure, Plow, Processor, Rake, Seed, Seeder, Sprayer, Spreader, Sprinkler, Tiller, Tractor, Tractors, Truck, Wagon",车辆,农场,拖拉机、收割机、脱壳机、骑乘式割草机,,
VEHICLES,FREIGHT,VEHFrght,VEH,"Big Rigs, Lorry, Semi-truck, U-Haul trucks, not for TRAINS, which have their own category.","Big, Box, Cargo, Delivery, Flatbed, Freight, Hauler, Hauling, Livestock, Logging, Lorry, Moving, Penske, Rigs, Semi, Semi-Truck, Shipping, Tanker, Transport, Truck, Trucked, Trucking, Trucks, U-Haul",车辆,货车,大型钻机、卡车、半卡车、U-haul 卡车、penske、箱式卡车、货运卡车,,
VEHICLES,GENERIC BY,VEHBy,VEH,"Generic or general vehicle pass bys, not 'traffic'. Bys for a specific car go with that car. For group passbys use AMBIENCE-TRAFFIC.","Auto, Automobile, By, Car, Pass, Passing",车辆,通用驰过,汽车、路过,,
VEHICLES,HORN,VEHHorn,VEH,Specifically car and vehicles horns. BOATS-HORNS and TRAINS-HORN have their own category. Fog horn would go into HORNS-AIR.,"Auto, Automobile, Beep, Bus, Car, Honk, Honker, Hooter, Horn, Hour, Motorcycle, Rush, Semi, SUV, Toot, Truck",车辆,鸣笛,汽车、汽车喇叭,,
VEHICLES,INTERIOR,VEHInt,VEH,"Interior recordings (ambiences) for car, truck, van interiors, from passenger cars, to back of a moving truck, riding inside a bus.","Auto, Automobile, Bus, Car, Driver, Driving, Inside, Interior, Limousine, Onboard, Passenger, Seat, Semi, Truck, Van, Vehicle",车辆,车内,汽车、卡车、面包车、车内饰、驾驶、车载,,
VEHICLES,JALOPY,VEHJalop,VEH,"Backfiring, poorly running vehicle. False starts, sputtering... In foreign language translate to MALFUNCTIONING. See also CARTOON-VEHICLE.","Auto, Automobile, Backfire, Banger, Beater, Bucket, Car, Clunker, FALSE, Heap, Hooptie, Hoopty, Jalopy, Junk, Junker, Lemon, Malfunctioning, Misfire, Misfiring, Old, Ramshackle, Rattletrap, Relic, Rust, Rustbucket, Scrap, Start, Wreck",车辆,熄火,汽车、hoopty、旧车、垃圾车、错误启动、熄火、故障、逆火,,
