raw,canonical_guess,kind,slot_guess,record_count,field_hit_count,example_count,score,decision,reason,source_fields,example_1,example_2,example_3,catid_samples,category_samples,source_files,fx_name_hits,description_hits,keywords_hits,filename_hits,field_quality,example_quality,category_alignment,existing_canonical_status,approved_for_ai,qa_flags
attack long,Attack Long,phrase,unknown,211,341,3,25,reject,record_count>=100 +15; field_diversity>=1.5 +10; appears_in_fx_name +15; unnatural_order -15; policy=hard_reject,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""Aggressive Attack Long"",""description"":""Ogre, Orc, Cyclops, Fantasy. Male voice, screaming aggressively."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}","{""fx_name"":""Air Attack Long"",""description"":""Ghost, Spirit, Paranormal. Male voice, airy whistling breath."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}","{""fx_name"":""Animalistic Attack Long"",""description"":""Orc, Ogre, Cyclops, Fantasy. Female voice, screaming and growling long and aggressively."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}",CREAHmn,CREATURES/HUMANOID,00_Creatures_Humanoid_CK_Metadata.xlsx#CRHCK,20,0,0,0,medium,high,weak,existing_unknown,no,ambiguous_token;category_mismatch;duplicate_examples;rejected_evidence
field xy,Field Xy,phrase,unknown,208,208,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
field xy setup,Field Xy Setup,phrase,unknown,208,208,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
open field xy,Open Field Xy,phrase,unknown,208,208,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
machine gun,Machine Gun,phrase,unknown,206,206,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""SHOOT MEDIUM Several shots fired like machine gun. Variations with different lengths. Modulated fall in pitch at the end."",""category"":""SCIFI/WEAPON"",""cat_id"":""""}","{""fx_name"":"""",""description"":""SHOOT MEDIUM Automatic machine gun fire. Variations with different lengths. Loud and shrill processed clicks followed by bassy pulse."",""category"":""SCIFI/WEAPON"",""cat_id"":""""}","{""fx_name"":""Bren MG Auto 0m"",""description"":""Gas operated light machine gun, cal .303 brit. Lavalier attached to the collar of the shooter. Second World War, WWII Weapons."",""category"":""GUNS/AUTOMATIC"",""cat_id"":""GUNAuto""}",GUNAuto,GUNS/AUTOMATIC; SCIFI/WEAPON,00_WWII_Firearms_CK_Metadata.xlsx#WWII Firearms CK; 00_Cyber_Weapons_DS_Metadata.xlsx#CWDS,0,20,0,0,low,low,aligned,existing_unknown,no,ambiguous_token;description_only;duplicate_examples;rejected_evidence
light machine,Light Machine,phrase,unknown,204,204,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Bren MG Auto 0m"",""description"":""Gas operated light machine gun, cal .303 brit. Lavalier attached to the collar of the shooter. Second World War, WWII Weapons."",""category"":""GUNS/AUTOMATIC"",""cat_id"":""GUNAuto""}","{""fx_name"":""Bren MG Auto 100m"",""description"":""Gas operated light machine gun, cal .303 brit. X/Y handheld recorder positioned 100m from the shooter position in a nearby forest. Second W…"",""category"":""GUNS/AUTOMATIC"",""cat_id"":""GUNAuto""}","{""fx_name"":""Bren MG Auto 20m"",""description"":""Gas operated light machine gun, cal .303 brit. ORTF3D positioned 20m behind the shooter. Second World War, WWII Weapons."",""category"":""GUNS/AUTOMATIC"",""cat_id"":""GUNAuto""}",GUNAuto,GUNS/AUTOMATIC,00_WWII_Firearms_CK_Metadata.xlsx#WWII Firearms CK,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
light machine gun,Light Machine Gun,phrase,unknown,204,204,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Bren MG Auto 0m"",""description"":""Gas operated light machine gun, cal .303 brit. Lavalier attached to the collar of the shooter. Second World War, WWII Weapons."",""category"":""GUNS/AUTOMATIC"",""cat_id"":""GUNAuto""}","{""fx_name"":""Bren MG Auto 100m"",""description"":""Gas operated light machine gun, cal .303 brit. X/Y handheld recorder positioned 100m from the shooter position in a nearby forest. Second W…"",""category"":""GUNS/AUTOMATIC"",""cat_id"":""GUNAuto""}","{""fx_name"":""Bren MG Auto 20m"",""description"":""Gas operated light machine gun, cal .303 brit. ORTF3D positioned 20m behind the shooter. Second World War, WWII Weapons."",""category"":""GUNS/AUTOMATIC"",""cat_id"":""GUNAuto""}",GUNAuto,GUNS/AUTOMATIC,00_WWII_Firearms_CK_Metadata.xlsx#WWII Firearms CK,0,20,0,0,low,low,aligned,existing_unknown,no,ambiguous_token;description_only;duplicate_examples;rejected_evidence
machine gun cal,Machine Gun Cal,phrase,unknown,204,204,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
operated light,Operated Light,phrase,unknown,204,204,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Bren MG Auto 0m"",""description"":""Gas operated light machine gun, cal .303 brit. Lavalier attached to the collar of the shooter. Second World War, WWII Weapons."",""category"":""GUNS/AUTOMATIC"",""cat_id"":""GUNAuto""}","{""fx_name"":""Bren MG Auto 100m"",""description"":""Gas operated light machine gun, cal .303 brit. X/Y handheld recorder positioned 100m from the shooter position in a nearby forest. Second W…"",""category"":""GUNS/AUTOMATIC"",""cat_id"":""GUNAuto""}","{""fx_name"":""Bren MG Auto 20m"",""description"":""Gas operated light machine gun, cal .303 brit. ORTF3D positioned 20m behind the shooter. Second World War, WWII Weapons."",""category"":""GUNS/AUTOMATIC"",""cat_id"":""GUNAuto""}",GUNAuto,GUNS/AUTOMATIC,00_WWII_Firearms_CK_Metadata.xlsx#WWII Firearms CK,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
operated light machine,Operated Light Machine,phrase,unknown,204,204,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Bren MG Auto 0m"",""description"":""Gas operated light machine gun, cal .303 brit. Lavalier attached to the collar of the shooter. Second World War, WWII Weapons."",""category"":""GUNS/AUTOMATIC"",""cat_id"":""GUNAuto""}","{""fx_name"":""Bren MG Auto 100m"",""description"":""Gas operated light machine gun, cal .303 brit. X/Y handheld recorder positioned 100m from the shooter position in a nearby forest. Second W…"",""category"":""GUNS/AUTOMATIC"",""cat_id"":""GUNAuto""}","{""fx_name"":""Bren MG Auto 20m"",""description"":""Gas operated light machine gun, cal .303 brit. ORTF3D positioned 20m behind the shooter. Second World War, WWII Weapons."",""category"":""GUNS/AUTOMATIC"",""cat_id"":""GUNAuto""}",GUNAuto,GUNS/AUTOMATIC,00_WWII_Firearms_CK_Metadata.xlsx#WWII Firearms CK,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
cal xy,Cal Xy,phrase,unknown,203,203,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
cal handheld,Cal Handheld,phrase,unknown,198,198,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
cal handheld recorder,Cal Handheld Recorder,phrase,unknown,198,198,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
microphones away,Microphones Away,phrase,unknown,198,198,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
microphones away cannon,Microphones Away Cannon,phrase,unknown,198,198,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
distance ready,Distance Ready,phrase,unknown,192,192,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
distance ready use,Distance Ready Use,phrase,unknown,192,192,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
luxury car driving,Luxury Car Driving,phrase,unknown,189,189,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE ENTRY LEVEL LUXURY CAR Driving. External, in engine compartment. 2011 diesel."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE ENTRY LEVEL LUXURY CAR Driving. External, at exhaust. 2011 diesel."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE ENTRY LEVEL LUXURY CAR Driving. Internal, inside car. 2011 diesel."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,aligned,existing_unknown,no,description_only;rejected_evidence
close gun,Close Gun,phrase,unknown,188,188,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
close gun second,Close Gun Second,phrase,unknown,188,188,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
near gun,Near Gun,phrase,unknown,188,188,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
near gun second,Near Gun Second,phrase,unknown,188,188,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
shotgun near,Shotgun Near,phrase,unknown,188,188,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
shotgun near gun,Shotgun Near Gun,phrase,unknown,188,188,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
shotgun very,Shotgun Very,phrase,unknown,188,188,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
shotgun very close,Shotgun Very Close,phrase,unknown,188,188,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
steel cannon,Steel Cannon,phrase,unknown,188,188,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""16 Pounder Distant"",""description"":""Steel cannon, cal 27mm. Single blasts from a distance with softer attack and a smooth, wide tail."",""category"":""GUNS/CANNON"",""cat_id"":""GUNCano""}","{""fx_name"":""16 Pounder Heavy"",""description"":""Steel cannon, cal 27mm. Heavy, single blasts with hard attack and dense, echoing tail."",""category"":""GUNS/CANNON"",""cat_id"":""GUNCano""}","{""fx_name"":""16 Pounder Mechanical"",""description"":""Steel cannon, cal 27mm. Single blasts with mechanical elements and a long tail."",""category"":""GUNS/CANNON"",""cat_id"":""GUNCano""}",GUNCano,GUNS/CANNON,00_Cannons_DS_Metadata.xlsx#CADS,0,20,0,0,low,low,aligned,existing_unknown,no,description_only;rejected_evidence
very close gun,Very Close Gun,phrase,unknown,188,188,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
far away,Far Away,phrase,unknown,187,187,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Agony 70m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with a XY setup far away."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Agony Far"",""description"":""An enormous troop of men performing a wailing scream far away with a washed out character."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Agony Scream Far"",""description"":""An enormous troop of women performing a wailing scream far away with a washed out character."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}",CRWDBatl,CROWDS/BATTLE,00_Crowds_War_And_Battle_Metadata.xlsx#Crowds - War & Battle,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
side whip-panning,Side Whip-panning,phrase,unknown,184,184,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
men performing,Men Performing,phrase,unknown,183,183,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Agony 10m"",""description"":""A squad of 10 men performing a wailing scream. Recorded in an open field with an AB setup at medium distance."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Agony 20m"",""description"":""A squad of 10 men performing a wailing scream. Recorded in an open field with a MS setup at a distance."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Agony 30m"",""description"":""A squad of 10 men performing a wailing scream. Recorded in an open field with an ambisonics setup at a distance."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}",CRWDBatl,CROWDS/BATTLE,00_Crowds_War_And_Battle_Metadata.xlsx#Crowds - War & Battle,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
cal variations,Cal Variations,phrase,unknown,182,182,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
assault rifle,Assault Rifle,phrase,unknown,181,185,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=16; keywords=4; filename=0,"{""fx_name"":"""",""description"":""SHOOT MEDIUM Automatic rifle firing multiple times. Heavy, low impacts with short decay. Shot counts increasing with each variation."",""category"":""SCIFI/WEAPON"",""cat_id"":""""}","{""fx_name"":"""",""description"":""SHOOT MEDIUM Firing of single shots with extreme punchy impact and airy tail."",""category"":""SCIFI/WEAPON"",""cat_id"":""""}","{""fx_name"":"""",""description"":""SHOOT MEDIUM Firing multiple shots. Short, warped tail with whoosh."",""category"":""SCIFI/WEAPON"",""cat_id"":""""}",GUNRif,GUNS/RIFLE; SCIFI/WEAPON,00_Guns_CK_Remastered_Metadata.xlsx#Guns CK Remastered; 00_Cyber_Weapons_DS_Metadata.xlsx#CWDS,0,16,4,0,medium,high,aligned,existing_unknown,no,duplicate_examples;rejected_evidence
